,Year,Nation,DEG_URB,SEX,AGE,Mean income
4762,2018,United Kingdom,Cities,Females,65 years or over,"21,139"
4763,2018,United Kingdom,Cities,Females,75 years or over,"18,272"
4764,2018,United Kingdom,Towns and suburbs,Males,Less than 18 years,"23,381"
4765,2018,United Kingdom,Towns and suburbs,Males,From 18 to 64 years,"27,823"
4766,2018,United Kingdom,Towns and suburbs,Males,18 years or over,"26,987"
4767,2018,United Kingdom,Towns and suburbs,Males,60 years or over,"25,441"
4768,2018,United Kingdom,Towns and suburbs,Males,65 years or over,"24,413"
4769,2018,United Kingdom,Towns and suburbs,Males,75 years or over,"22,090"
4770,2018,United Kingdom,Towns and suburbs,Females,Less than 18 years,"23,351"
4771,2018,United Kingdom,Towns and suburbs,Females,From 18 to 64 years,"26,540"
4772,2018,United Kingdom,Towns and suburbs,Females,18 years or over,"25,364"
4773,2018,United Kingdom,Towns and suburbs,Females,60 years or over,"22,893"
4774,2018,United Kingdom,Towns and suburbs,Females,65 years or over,"22,252"
4775,2018,United Kingdom,Towns and suburbs,Females,75 years or over,"19,859"
4776,2018,United Kingdom,Rural areas,Males,Less than 18 years,"25,623"
4777,2018,United Kingdom,Rural areas,Males,From 18 to 64 years,"28,140"
4778,2018,United Kingdom,Rural areas,Males,18 years or over,"27,402"
4779,2018,United Kingdom,Rural areas,Males,60 years or over,"25,453"
4780,2018,United Kingdom,Rural areas,Males,65 years or over,"25,671"
4781,2018,United Kingdom,Rural areas,Males,75 years or over,"22,048"
4782,2018,United Kingdom,Rural areas,Females,Less than 18 years,"21,800"
4783,2018,United Kingdom,Rural areas,Females,From 18 to 64 years,"26,832"
4784,2018,United Kingdom,Rural areas,Females,18 years or over,"25,631"
4785,2018,United Kingdom,Rural areas,Females,60 years or over,"23,765"
4786,2018,United Kingdom,Rural areas,Females,65 years or over,"23,146"
4787,2018,United Kingdom,Rural areas,Females,75 years or over,"19,268"
4788,2018,North Macedonia,Cities,Males,Less than 18 years,"2,395"
4789,2018,North Macedonia,Cities,Males,From 18 to 64 years,"3,062"
4790,2018,North Macedonia,Cities,Males,18 years or over,"3,184"
4791,2018,North Macedonia,Cities,Males,60 years or over,"3,639"
4792,2018,North Macedonia,Cities,Males,65 years or over,"3,755"
4793,2018,North Macedonia,Cities,Males,75 years or over,"3,483"
4794,2018,North Macedonia,Cities,Females,Less than 18 years,"2,542"
4795,2018,North Macedonia,Cities,Females,From 18 to 64 years,"3,073"
4796,2018,North Macedonia,Cities,Females,18 years or over,"3,133"
4797,2018,North Macedonia,Cities,Females,60 years or over,"3,510"
4798,2018,North Macedonia,Cities,Females,65 years or over,"3,357"
4799,2018,North Macedonia,Cities,Females,75 years or over,"3,360"
4800,2018,North Macedonia,Towns and suburbs,Males,Less than 18 years,"2,384"
4801,2018,North Macedonia,Towns and suburbs,Males,From 18 to 64 years,"2,940"
4802,2018,North Macedonia,Towns and suburbs,Males,18 years or over,"2,970"
4803,2018,North Macedonia,Towns and suburbs,Males,60 years or over,"3,123"
4804,2018,North Macedonia,Towns and suburbs,Males,65 years or over,"3,137"
4805,2018,North Macedonia,Towns and suburbs,Males,75 years or over,"3,139"
4806,2018,North Macedonia,Towns and suburbs,Females,Less than 18 years,"2,498"
4807,2018,North Macedonia,Towns and suburbs,Females,From 18 to 64 years,"2,915"
4808,2018,North Macedonia,Towns and suburbs,Females,18 years or over,"2,930"
4809,2018,North Macedonia,Towns and suburbs,Females,60 years or over,"3,004"
4810,2018,North Macedonia,Towns and suburbs,Females,65 years or over,"2,995"
4811,2018,North Macedonia,Towns and suburbs,Females,75 years or over,"3,013"
4812,2018,North Macedonia,Rural areas,Males,Less than 18 years,"2,213"
4813,2018,North Macedonia,Rural areas,Males,From 18 to 64 years,"2,761"
4814,2018,North Macedonia,Rural areas,Males,18 years or over,"2,760"
4815,2018,North Macedonia,Rural areas,Males,60 years or over,"2,833"
4816,2018,North Macedonia,Rural areas,Males,65 years or over,"2,751"
4817,2018,North Macedonia,Rural areas,Males,75 years or over,"2,872"
4818,2018,North Macedonia,Rural areas,Females,Less than 18 years,"2,262"
4819,2018,North Macedonia,Rural areas,Females,From 18 to 64 years,"2,669"
4820,2018,North Macedonia,Rural areas,Females,18 years or over,"2,665"
4821,2018,North Macedonia,Rural areas,Females,60 years or over,"2,625"
4822,2018,North Macedonia,Rural areas,Females,65 years or over,"2,649"
4823,2018,North Macedonia,Rural areas,Females,75 years or over,"2,703"
4824,2018,Albania,Cities,Males,Less than 18 years,"2,766"
4825,2018,Albania,Cities,Males,From 18 to 64 years,"3,025"
4826,2018,Albania,Cities,Males,18 years or over,"2,962"
4827,2018,Albania,Cities,Males,60 years or over,"2,814"
4828,2018,Albania,Cities,Males,65 years or over,"2,669"
4829,2018,Albania,Cities,Males,75 years or over,"2,622"
4830,2018,Albania,Cities,Females,Less than 18 years,"2,632"
4831,2018,Albania,Cities,Females,From 18 to 64 years,"2,988"
4832,2018,Albania,Cities,Females,18 years or over,"2,925"
4833,2018,Albania,Cities,Females,60 years or over,"2,701"
4834,2018,Albania,Cities,Females,65 years or over,"2,639"
4835,2018,Albania,Cities,Females,75 years or over,"2,810"
4836,2018,Albania,Towns and suburbs,Males,Less than 18 years,"2,049"
4837,2018,Albania,Towns and suburbs,Males,From 18 to 64 years,"2,470"
4838,2018,Albania,Towns and suburbs,Males,18 years or over,"2,448"
4839,2018,Albania,Towns and suburbs,Males,60 years or over,"2,400"
4840,2018,Albania,Towns and suburbs,Males,65 years or over,"2,326"
4841,2018,Albania,Towns and suburbs,Males,75 years or over,"2,245"
4842,2018,Albania,Towns and suburbs,Females,Less than 18 years,"2,046"
4843,2018,Albania,Towns and suburbs,Females,From 18 to 64 years,"2,425"
4844,2018,Albania,Towns and suburbs,Females,18 years or over,"2,381"
4845,2018,Albania,Towns and suburbs,Females,60 years or over,"2,279"
4846,2018,Albania,Towns and suburbs,Females,65 years or over,"2,176"
4847,2018,Albania,Towns and suburbs,Females,75 years or over,"2,153"
4848,2018,Albania,Rural areas,Males,Less than 18 years,"1,711"
4849,2018,Albania,Rural areas,Males,From 18 to 64 years,"1,947"
4850,2018,Albania,Rural areas,Males,18 years or over,"1,958"
4851,2018,Albania,Rural areas,Males,60 years or over,"2,073"
4852,2018,Albania,Rural areas,Males,65 years or over,"2,007"
4853,2018,Albania,Rural areas,Males,75 years or over,"1,808"
4854,2018,Albania,Rural areas,Females,Less than 18 years,"1,584"
4855,2018,Albania,Rural areas,Females,From 18 to 64 years,"1,873"
4856,2018,Albania,Rural areas,Females,18 years or over,"1,870"
4857,2018,Albania,Rural areas,Females,60 years or over,"1,964"
4858,2018,Albania,Rural areas,Females,65 years or over,"1,857"
4859,2018,Albania,Rural areas,Females,75 years or over,"1,677"
4860,2018,Serbia,Cities,Males,Less than 18 years,"3,370"
4861,2018,Serbia,Cities,Males,From 18 to 64 years,"3,708"
4862,2018,Serbia,Cities,Males,18 years or over,"3,733"
4863,2018,Serbia,Cities,Males,60 years or over,"3,774"
4864,2018,Serbia,Cities,Males,65 years or over,"3,826"
4865,2018,Serbia,Cities,Males,75 years or over,"3,715"
4866,2018,Serbia,Cities,Females,Less than 18 years,"3,396"
4867,2018,Serbia,Cities,Females,From 18 to 64 years,"3,580"
4868,2018,Serbia,Cities,Females,18 years or over,"3,578"
4869,2018,Serbia,Cities,Females,60 years or over,"3,646"
4870,2018,Serbia,Cities,Females,65 years or over,"3,574"
4871,2018,Serbia,Cities,Females,75 years or over,"3,411"
4872,2018,Serbia,Towns and suburbs,Males,Less than 18 years,"2,816"
4873,2018,Serbia,Towns and suburbs,Males,From 18 to 64 years,"3,247"
4874,2018,Serbia,Towns and suburbs,Males,18 years or over,"3,259"
4875,2018,Serbia,Towns and suburbs,Males,60 years or over,"3,287"
4876,2018,Serbia,Towns and suburbs,Males,65 years or over,"3,311"
4877,2018,Serbia,Towns and suburbs,Males,75 years or over,"3,172"
4878,2018,Serbia,Towns and suburbs,Females,Less than 18 years,"2,824"
4879,2018,Serbia,Towns and suburbs,Females,From 18 to 64 years,"3,153"
4880,2018,Serbia,Towns and suburbs,Females,18 years or over,"3,141"
4881,2018,Serbia,Towns and suburbs,Females,60 years or over,"3,118"
4882,2018,Serbia,Towns and suburbs,Females,65 years or over,"3,103"
4883,2018,Serbia,Towns and suburbs,Females,75 years or over,"2,933"
4884,2018,Serbia,Rural areas,Males,Less than 18 years,"1,939"
4885,2018,Serbia,Rural areas,Males,From 18 to 64 years,"2,477"
4886,2018,Serbia,Rural areas,Males,18 years or over,"2,562"
4887,2018,Serbia,Rural areas,Males,60 years or over,"2,674"
4888,2018,Serbia,Rural areas,Males,65 years or over,"2,842"
4889,2018,Serbia,Rural areas,Males,75 years or over,"2,472"
4890,2018,Serbia,Rural areas,Females,Less than 18 years,"2,314"
4891,2018,Serbia,Rural areas,Females,From 18 to 64 years,"2,525"
4892,2018,Serbia,Rural areas,Females,18 years or over,"2,487"
4893,2018,Serbia,Rural areas,Females,60 years or over,"2,395"
4894,2018,Serbia,Rural areas,Females,65 years or over,"2,395"
4895,2018,Serbia,Rural areas,Females,75 years or over,"2,107"
4896,2019,Belgium,Cities,Males,Less than 18 years,"21,481"
4897,2019,Belgium,Cities,Males,From 18 to 64 years,"26,160"
4898,2019,Belgium,Cities,Males,18 years or over,"25,678"
4899,2019,Belgium,Cities,Males,60 years or over,"24,696"
4900,2019,Belgium,Cities,Males,65 years or over,"23,489"
4901,2019,Belgium,Cities,Males,75 years or over,"21,914"
4902,2019,Belgium,Cities,Females,Less than 18 years,"22,940"
4903,2019,Belgium,Cities,Females,From 18 to 64 years,"24,538"
4904,2019,Belgium,Cities,Females,18 years or over,"23,885"
4905,2019,Belgium,Cities,Females,60 years or over,"22,683"
4906,2019,Belgium,Cities,Females,65 years or over,"21,692"
4907,2019,Belgium,Cities,Females,75 years or over,"21,158"
4908,2019,Belgium,Towns and suburbs,Males,Less than 18 years,"26,019"
4909,2019,Belgium,Towns and suburbs,Males,From 18 to 64 years,"29,624"
4910,2019,Belgium,Towns and suburbs,Males,18 years or over,"28,331"
4911,2019,Belgium,Towns and suburbs,Males,60 years or over,"25,197"
4912,2019,Belgium,Towns and suburbs,Males,65 years or over,"23,968"
4913,2019,Belgium,Towns and suburbs,Males,75 years or over,"20,896"
4914,2019,Belgium,Towns and suburbs,Females,Less than 18 years,"26,573"
4915,2019,Belgium,Towns and suburbs,Females,From 18 to 64 years,"28,621"
4916,2019,Belgium,Towns and suburbs,Females,18 years or over,"26,921"
4917,2019,Belgium,Towns and suburbs,Females,60 years or over,"23,929"
4918,2019,Belgium,Towns and suburbs,Females,65 years or over,"22,049"
4919,2019,Belgium,Towns and suburbs,Females,75 years or over,"20,003"
4920,2019,Belgium,Rural areas,Males,Less than 18 years,"24,406"
4921,2019,Belgium,Rural areas,Males,From 18 to 64 years,"28,669"
4922,2019,Belgium,Rural areas,Males,18 years or over,"28,018"
4923,2019,Belgium,Rural areas,Males,60 years or over,"28,065"
4924,2019,Belgium,Rural areas,Males,65 years or over,"25,503"
4925,2019,Belgium,Rural areas,Males,75 years or over,"19,272"
4926,2019,Belgium,Rural areas,Females,Less than 18 years,"24,613"
4927,2019,Belgium,Rural areas,Females,From 18 to 64 years,"26,845"
4928,2019,Belgium,Rural areas,Females,18 years or over,"26,056"
4929,2019,Belgium,Rural areas,Females,60 years or over,"24,281"
4930,2019,Belgium,Rural areas,Females,65 years or over,"23,497"
4931,2019,Belgium,Rural areas,Females,75 years or over,"18,028"
4932,2019,Bulgaria,Cities,Males,Less than 18 years,"6,764"
4933,2019,Bulgaria,Cities,Males,From 18 to 64 years,"8,151"
4934,2019,Bulgaria,Cities,Males,18 years or over,"7,587"
4935,2019,Bulgaria,Cities,Males,60 years or over,"5,824"
4936,2019,Bulgaria,Cities,Males,65 years or over,"5,212"
4937,2019,Bulgaria,Cities,Males,75 years or over,"4,457"
4938,2019,Bulgaria,Cities,Females,Less than 18 years,"6,816"
4939,2019,Bulgaria,Cities,Females,From 18 to 64 years,"7,485"
4940,2019,Bulgaria,Cities,Females,18 years or over,"6,676"
4941,2019,Bulgaria,Cities,Females,60 years or over,"4,958"
4942,2019,Bulgaria,Cities,Females,65 years or over,"4,394"
4943,2019,Bulgaria,Cities,Females,75 years or over,"3,810"
4944,2019,Bulgaria,Towns and suburbs,Males,Less than 18 years,"4,616"
4945,2019,Bulgaria,Towns and suburbs,Males,From 18 to 64 years,"5,421"
4946,2019,Bulgaria,Towns and suburbs,Males,18 years or over,"5,211"
4947,2019,Bulgaria,Towns and suburbs,Males,60 years or over,"4,585"
4948,2019,Bulgaria,Towns and suburbs,Males,65 years or over,"4,310"
4949,2019,Bulgaria,Towns and suburbs,Males,75 years or over,"3,673"
4950,2019,Bulgaria,Towns and suburbs,Females,Less than 18 years,"4,735"
4951,2019,Bulgaria,Towns and suburbs,Females,From 18 to 64 years,"5,372"
4952,2019,Bulgaria,Towns and suburbs,Females,18 years or over,"4,861"
4953,2019,Bulgaria,Towns and suburbs,Females,60 years or over,"3,858"
4954,2019,Bulgaria,Towns and suburbs,Females,65 years or over,"3,455"
4955,2019,Bulgaria,Towns and suburbs,Females,75 years or over,"2,915"
4956,2019,Bulgaria,Rural areas,Males,Less than 18 years,"3,432"
4957,2019,Bulgaria,Rural areas,Males,From 18 to 64 years,"4,277"
4958,2019,Bulgaria,Rural areas,Males,18 years or over,"4,094"
4959,2019,Bulgaria,Rural areas,Males,60 years or over,"3,721"
4960,2019,Bulgaria,Rural areas,Males,65 years or over,"3,590"
4961,2019,Bulgaria,Rural areas,Males,75 years or over,"3,403"
4962,2019,Bulgaria,Rural areas,Females,Less than 18 years,"3,285"
4963,2019,Bulgaria,Rural areas,Females,From 18 to 64 years,"4,250"
4964,2019,Bulgaria,Rural areas,Females,18 years or over,"3,855"
4965,2019,Bulgaria,Rural areas,Females,60 years or over,"3,347"
4966,2019,Bulgaria,Rural areas,Females,65 years or over,"3,174"
4967,2019,Bulgaria,Rural areas,Females,75 years or over,"2,934"
4968,2019,Czechia,Cities,Males,Less than 18 years,"11,686"
4969,2019,Czechia,Cities,Males,From 18 to 64 years,"13,476"
4970,2019,Czechia,Cities,Males,18 years or over,"12,689"
4971,2019,Czechia,Cities,Males,60 years or over,"10,635"
4972,2019,Czechia,Cities,Males,65 years or over,"9,890"
4973,2019,Czechia,Cities,Males,75 years or over,"8,961"
4974,2019,Czechia,Cities,Females,Less than 18 years,"11,733"
4975,2019,Czechia,Cities,Females,From 18 to 64 years,"12,582"
4976,2019,Czechia,Cities,Females,18 years or over,"11,513"
4977,2019,Czechia,Cities,Females,60 years or over,"9,055"
4978,2019,Czechia,Cities,Females,65 years or over,"8,552"
4979,2019,Czechia,Cities,Females,75 years or over,"7,683"
4980,2019,Czechia,Towns and suburbs,Males,Less than 18 years,"10,438"
4981,2019,Czechia,Towns and suburbs,Males,From 18 to 64 years,"11,841"
4982,2019,Czechia,Towns and suburbs,Males,18 years or over,"11,069"
4983,2019,Czechia,Towns and suburbs,Males,60 years or over,"9,093"
4984,2019,Czechia,Towns and suburbs,Males,65 years or over,"8,544"
4985,2019,Czechia,Towns and suburbs,Males,75 years or over,"8,013"
4986,2019,Czechia,Towns and suburbs,Females,Less than 18 years,"10,234"
4987,2019,Czechia,Towns and suburbs,Females,From 18 to 64 years,"11,270"
4988,2019,Czechia,Towns and suburbs,Females,18 years or over,"10,269"
4989,2019,Czechia,Towns and suburbs,Females,60 years or over,"8,331"
4990,2019,Czechia,Towns and suburbs,Females,65 years or over,"7,745"
4991,2019,Czechia,Towns and suburbs,Females,75 years or over,"7,245"
4992,2019,Czechia,Rural areas,Males,Less than 18 years,"10,423"
4993,2019,Czechia,Rural areas,Males,From 18 to 64 years,"11,756"
4994,2019,Czechia,Rural areas,Males,18 years or over,"11,150"
4995,2019,Czechia,Rural areas,Males,60 years or over,"9,346"
4996,2019,Czechia,Rural areas,Males,65 years or over,"8,809"
4997,2019,Czechia,Rural areas,Males,75 years or over,"8,079"
4998,2019,Czechia,Rural areas,Females,Less than 18 years,"10,473"
4999,2019,Czechia,Rural areas,Females,From 18 to 64 years,"11,247"
5000,2019,Czechia,Rural areas,Females,18 years or over,"10,470"
5001,2019,Czechia,Rural areas,Females,60 years or over,"8,650"
5002,2019,Czechia,Rural areas,Females,65 years or over,"8,027"
5003,2019,Czechia,Rural areas,Females,75 years or over,"7,638"
5004,2019,Denmark,Cities,Males,Less than 18 years,"35,453"
5005,2019,Denmark,Cities,Males,From 18 to 64 years,"34,348"
5006,2019,Denmark,Cities,Males,18 years or over,"33,743"
5007,2019,Denmark,Cities,Males,60 years or over,"32,477"
5008,2019,Denmark,Cities,Males,65 years or over,"30,541"
5009,2019,Denmark,Cities,Males,75 years or over,"27,397"
5010,2019,Denmark,Cities,Females,Less than 18 years,"38,064"
5011,2019,Denmark,Cities,Females,From 18 to 64 years,"33,510"
5012,2019,Denmark,Cities,Females,18 years or over,"32,786"
5013,2019,Denmark,Cities,Females,60 years or over,"32,057"
5014,2019,Denmark,Cities,Females,65 years or over,"29,820"
5015,2019,Denmark,Cities,Females,75 years or over,"26,916"
5016,2019,Denmark,Towns and suburbs,Males,Less than 18 years,"34,451"
5017,2019,Denmark,Towns and suburbs,Males,From 18 to 64 years,"37,012"
5018,2019,Denmark,Towns and suburbs,Males,18 years or over,"35,263"
5019,2019,Denmark,Towns and suburbs,Males,60 years or over,"31,256"
5020,2019,Denmark,Towns and suburbs,Males,65 years or over,"30,656"
5021,2019,Denmark,Towns and suburbs,Males,75 years or over,"28,612"
5022,2019,Denmark,Towns and suburbs,Females,Less than 18 years,"35,461"
5023,2019,Denmark,Towns and suburbs,Females,From 18 to 64 years,"38,035"
5024,2019,Denmark,Towns and suburbs,Females,18 years or over,"35,097"
5025,2019,Denmark,Towns and suburbs,Females,60 years or over,"30,079"
5026,2019,Denmark,Towns and suburbs,Females,65 years or over,"28,584"
5027,2019,Denmark,Towns and suburbs,Females,75 years or over,"25,050"
5028,2019,Denmark,Rural areas,Males,Less than 18 years,"30,741"
5029,2019,Denmark,Rural areas,Males,From 18 to 64 years,"36,077"
5030,2019,Denmark,Rural areas,Males,18 years or over,"35,837"
5031,2019,Denmark,Rural areas,Males,60 years or over,"35,655"
5032,2019,Denmark,Rural areas,Males,65 years or over,"35,229"
5033,2019,Denmark,Rural areas,Males,75 years or over,"29,082"
5034,2019,Denmark,Rural areas,Females,Less than 18 years,"31,126"
5035,2019,Denmark,Rural areas,Females,From 18 to 64 years,"35,611"
